name	creation_timestamp	last_push_timestamp	time_between_creation_and_last_push	time_since_creation	time_since_last_push	stargazers_count	watch_count	subscriber_count	open_issues	fork	forks_count	network_count	contributors	contributions	cont_per_0	cont_per_1	cont_per_2	cont_per_3	cont_per_4	cont_per_5	cont_per_6	cont_per_7	cont_per_8	cont_per_9
AD-SDL/Frhodo	1658254243	1664487370	6233127	30491954	24258827	1	0	0	0	1	0	8	2	35	0.97	0.03	0	0	0	0	0	0	0	0
AD-SDL/gladier-polly	1651167229	1671568715	20401486	37578968	17177482	0	0	0	0	0	0	0	1	7	1.0	0	0	0	0	0	0	0	0	0
AD-SDL/gladier-wei	1666636209	1677530951	10894742	22109988	11215246	0	0	0	0	0	0	0	1	5	1.0	0	0	0	0	0	0	0	0	0
AD-SDL/henry_module	1662063840	1687993693	25929853	26682357	752504	0	0	0	1	0	0	0	4	170	0.86	0.06	0.05	0.03	0	0	0	0	0	0
AD-SDL/hidex_module	1653586556	1688072770	34486214	35159641	673427	0	0	0	3	0	0	0	3	55	0.55	0.33	0.13	0	0	0	0	0	0	0
AD-SDL/hudson-liquidhandling	1624311522	1682703699	58392177	64434675	6042498	1	0	0	2	0	0	0	6	502	0.39	0.23	0.19	0.12	0.07	0.0	0	0	0	0
ad-sdl/hudson_driver	1653585344	1688143210	34557866	35160853	602987	0	0	0	0	0	0	0	8	399	0.71	0.11	0.09	0.04	0.03	0.02	0.01	0.0	0	0
AD-SDL/liconic_module	1673642392	1686587088	12944696	15103805	2159109	0	0	0	0	0	0	0	5	27	0.37	0.22	0.22	0.15	0.04	0	0	0	0	0
AD-SDL/nmr-peak-tracking	1684441156	1688425035	3983879	4305041	321162	0	0	0	2	0	1	1	1	23	1.0	0	0	0	0	0	0	0	0	0
AD-SDL/ot2_driver	1652217212	1686597566	34380354	36528985	2148631	2	0	0	0	0	2	2	7	209	0.48	0.25	0.13	0.06	0.03	0.03	0.02	0	0	0
AD-SDL/ot2_liquidhandling	1662060662	1662574545	513883	26685535	26171652	0	0	0	0	0	0	0	1	3	1.0	0	0	0	0	0	0	0	0	0
AD-SDL/ot2_module	1662475432	1686601409	24125977	26270765	2144788	0	0	0	0	0	0	0	5	167	0.68	0.17	0.08	0.06	0.01	0	0	0	0	0
AD-SDL/ot2_workcell	1624847391	1657157054	32309663	63898806	31589143	3	0	0	0	0	1	1	5	214	0.59	0.22	0.16	0.02	0.01	0	0	0	0	0
AD-SDL/pf400_module	1650555841	1686600523	36044682	38190356	2145674	3	0	0	0	0	1	1	7	693	0.9	0.07	0.02	0.01	0.0	0.0	0.0	0	0	0
AD-SDL/platecrane_module	1653585344	1688143210	34557866	35160853	602987	0	0	0	0	0	0	0	8	399	0.71	0.11	0.09	0.04	0.03	0.02	0.01	0.0	0	0
AD-SDL/polybot-schema	1627312335	1627580999	268664	61433862	61165198	0	0	0	1	0	0	0	1	11	1.0	0	0	0	0	0	0	0	0	0
AD-SDL/polybot-web-service	1594388754	1634928237	40539483	94357443	53817960	0	0	0	3	0	2	2	1	117	1.0	0	0	0	0	0	0	0	0	0
AD-SDL/polybot_workcell	1683230853	1687387315	4156462	5515344	1358882	1	0	0	0	0	0	0	3	37	0.73	0.22	0.05	0	0	0	0	0	0	0
AD-SDL/RPL	1622719761	1686775502	64055741	66026436	1970695	0	0	0	1	0	3	3	8	139	0.45	0.42	0.05	0.04	0.01	0.01	0.01	0.01	0	0
AD-SDL/rpl-camera-vision	1652465301	1662059504	9594203	36280896	26686693	0	0	0	0	0	3	3	5	77	0.52	0.35	0.08	0.04	0.01	0	0	0	0	0
AD-SDL/rpl-summer-2022	1655830783	1660077098	4246315	32915414	28669099	0	0	0	0	0	7	7	14	340	0.26	0.24	0.11	0.08	0.07	0.07	0.07	0.06	0.02	0.01
AD-SDL/rpl-summer-2023	1674666769	1688054457	13387688	14079428	691740	0	0	0	1	0	5	5	10	70	0.24	0.21	0.19	0.13	0.11	0.03	0.03	0.03	0.01	0.01
AD-SDL/rpl_docker	1671563964	1678478514	6914550	17182233	10267683	0	0	0	0	0	0	0	1	3	1.0	0	0	0	0	0	0	0	0	0
AD-SDL/rpl_omniverse	1670879849	1683061493	12181644	17866348	5684704	0	0	0	0	0	0	0	2	15	0.93	0.07	0	0	0	0	0	0	0	0
AD-SDL/rpl_wei	1660147476	1687967854	27820378	28598721	778343	0	0	0	1	0	2	2	7	244	0.53	0.33	0.1	0.01	0.01	0.01	0.0	0	0	0
AD-SDL/rpl_workcell	1659114751	1688218189	29103438	29631446	528008	2	0	0	3	0	2	2	11	566	0.31	0.27	0.12	0.11	0.11	0.03	0.03	0.01	0.0	0.0
AD-SDL/sdl-simulation	1628210428	1628210461	33	60535769	60535736	0	0	0	0	0	0	0	3	129	0.51	0.46	0.03	0	0	0	0	0	0	0
AD-SDL/sdl_maestro	1631817023	1682703778	50886755	56929174	6042419	0	0	0	0	0	1	1	2	38	0.92	0.08	0	0	0	0	0	0	0	0
AD-SDL/solo_driver	1680047028	1680047029	1	8699169	8699168	0	0	0	0	0	0	0	1	1	1.0	0	0	0	0	0	0	0	0	0
AD-SDL/wei_ros	1661445761	1686599563	25153802	27300436	2146634	0	0	0	0	0	1	1	5	51	0.39	0.37	0.18	0.04	0.02	0	0	0	0	0
AD-SDL/workcell_manager	1652467927	1657157334	4689407	36278270	31588863	0	0	0	0	0	0	0	1	8	1.0	0	0	0	0	0	0	0	0	0
adamantine-sim/adamantine	1467321824	1687188900	219867076	221424373	1557297	18	0	0	26	0	6	6	3	725	0.62	0.38	0.0	0	0	0	0	0	0	0
adammathieson/NREL-data	1595917755	1673008760	77091005	92828442	15737437	0	0	0	20	0	0	0	2	22	0.91	0.09	0	0	0	0	0	0	0	0
adamtheisen/3dwxst	1532462382	1595256187	62793805	156283815	93490010	2	0	0	0	0	0	0	1	24	1.0	0	0	0	0	0	0	0	0	0
adaptivecomputationlab/simcov	1594746863	1684856956	90110093	93999334	3889241	3	0	0	6	0	9	9	9	372	0.74	0.09	0.07	0.05	0.02	0.01	0.01	0.01	0.0	0
adevress/MPICH-BlueGene	1469448023	1469448050	27	219298174	219298147	0	0	0	0	0	0	0	25	5592	0.43	0.21	0.09	0.08	0.05	0.04	0.03	0.03	0.01	0.01
adewopova/Adewopo-LBNL-Datascience	1595739122	1655869154	60130032	93007075	32877043	0	0	0	2	0	0	0	1	12	1.0	0	0	0	0	0	0	0	0	0
adisoft17/spallmap	1521744918	1673825111	152080193	167001279	14921086	1	0	0	0	0	0	0	1	11	1.0	0	0	0	0	0	0	0	0	0
aditya-grover/climate-learn	1662535110	1688604094	26068984	26211087	142103	192	0	0	8	0	37	37	8	245	0.39	0.16	0.14	0.11	0.08	0.08	0.02	0.01	0	0
advancedphotonsource/cdi	1508795793	1612806577	104010784	179950404	75939620	2	0	0	0	1	0	1	1	716	1.0	0	0	0	0	0	0	0	0	0
advancedphotonsource/componentdb	1477612827	1688049047	210436220	211133370	697150	9	0	0	80	0	17	17	10	6653	0.76	0.14	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
advancedphotonsource/rsmap3d	1474401003	1664830508	190429505	214345194	23915689	8	0	0	1	0	8	8	1	223	1.0	0	0	0	0	0	0	0	0	0
advancedphotonsource/xpcs-hadoop	1472506156	1492202940	19696784	216240041	196543257	2	0	0	0	0	0	0	2	16	0.94	0.06	0	0	0	0	0	0	0	0
advancedphotonsource/xrf-maps	1473366201	1686926859	213560658	215379996	1819338	7	0	0	2	0	11	11	4	1104	0.99	0.0	0.0	0.0	0	0	0	0	0	0
aewallwi/LBNL_HI_Global_Signal	1626110791	1642092091	15981300	62635406	46654106	1	0	0	0	0	0	0	1	37	1.0	0	0	0	0	0	0	0	0	0
afd-illinois/kharma	1587994169	1687449549	99455380	100752028	1296648	11	0	0	11	0	9	9	3	37	0.92	0.05	0.03	0	0	0	0	0	0	0
afedynitch/x4i3	1579082575	1683811188	104728613	109663622	4935009	7	0	0	0	0	1	1	2	75	0.99	0.01	0	0	0	0	0	0	0	0
agarza6/PNNLUploader	1331060364	1331143761	83397	357685833	357602436	2	0	0	0	0	2	2	1	6	1.0	0	0	0	0	0	0	0	0	0
agforero/FTFramework	1593122366	1629317673	36195307	95623831	59428524	7	0	0	0	0	0	0	1	136	1.0	0	0	0	0	0	0	0	0	0
agolotin/SeismicProject	1454205594	1460420255	6214661	234540603	228325942	1	0	0	0	0	1	1	3	75	0.8	0.17	0.03	0	0	0	0	0	0	0
agorskiy12/pnnl-challenge	1616508351	1616508851	500	72237846	72237346	0	0	0	0	0	0	0	1	1	1.0	0	0	0	0	0	0	0	0	0
agstephens/esdoc-cdf2cim	1537442431	1537457222	14791	151303766	151288975	0	0	0	0	1	0	7	2	7	0.86	0.14	0	0	0	0	0	0	0	0
ahmadia/atpesc-2013	1375105844	1375837387	731543	313640353	312908810	1	0	0	6	0	4	4	2	15	0.93	0.07	0	0	0	0	0	0	0	0
ahmedkmadani/MCNPProject	1548932960	1548933961	1001	139813237	139812236	1	0	0	0	0	1	1	1	3	1.0	0	0	0	0	0	0	0	0	0
aho38/LLNL-BO-lightprojection-attack	1628286023	1686778219	58492196	60460174	1967978	0	0	0	0	0	1	1	2	15	0.93	0.07	0	0	0	0	0	0	0	0
ai4pfas/ai4pfas	1618078647	1682341942	64263295	70667550	6404255	10	0	0	0	0	0	0	2	29	0.69	0.31	0	0	0	0	0	0	0	0
aidangrummer/LBNL-Mean	1566412408	1566413983	1575	122333789	122332214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aiidateam/aiida-core	1482507501	1688624963	206117462	206238696	121234	366	0	0	462	0	163	163	75	9126	0.24	0.2	0.08	0.06	0.06	0.06	0.05	0.05	0.04	0.03
aiidateam/aiida-quantumespresso	1497963283	1688059936	190096653	190782914	686261	47	0	0	111	0	68	68	34	817	0.64	0.09	0.09	0.04	0.01	0.01	0.01	0.01	0.01	0.01
aims-group/aims-group.github.io.archive	1381359532	1466544735	85185203	307386665	222201462	0	0	0	1	0	1	1	1	39	1.0	0	0	0	0	0	0	0	0	0
aims-group/aims-site	1470249535	1688600898	218351363	218496662	145299	0	0	0	2	0	2	2	5	116	0.72	0.23	0.03	0.01	0.01	0	0	0	0	0
aims-group/askbot-playbook	1416500235	1478101257	61601022	272245962	210644940	0	0	0	0	1	0	1	2	40	0.95	0.05	0	0	0	0	0	0	0	0
aims-group/comp-hackathon-22	1659461799	1659737982	276183	29284398	29008215	0	0	0	0	0	0	0	2	16	0.56	0.44	0	0	0	0	0	0	0	0
aims-group/intern	1393527234	1478101075	84573841	295218963	210645122	1	0	0	0	0	2	2	2	17	0.94	0.06	0	0	0	0	0	0	0	0
aims-group/metagrid	1583358968	1688569045	105210077	105387229	177152	11	0	0	74	0	2	2	8	914	0.85	0.06	0.03	0.02	0.02	0.01	0.0	0.0	0	0
aims-group/publication-site	1459895721	1685746665	225850944	228850476	2999532	4	0	0	7	0	3	3	6	510	0.48	0.41	0.09	0.02	0.0	0.0	0	0	0	0
aims-group/recruiting_paradox	1471377569	1478100953	6723384	217368628	210645244	0	0	0	0	0	4	4	3	17	0.71	0.18	0.12	0	0	0	0	0	0	0
aisciencetutorial/denoising	1603981249	1606943213	2961964	84764948	81802984	2	0	0	0	0	1	1	2	28	0.96	0.04	0	0	0	0	0	0	0	0
ajacquey/golem	1501229479	1685481340	184251861	187516718	3264857	29	0	0	1	0	21	21	3	91	0.97	0.02	0.01	0	0	0	0	0	0	0
ajdecon/warewulf	1337626279	1356047751	18421472	351119918	332698446	2	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0
akhtarmf/multivariateanalysis	1620304308	1620320265	15957	68441889	68425932	0	0	0	0	0	0	0	1	4	1.0	0	0	0	0	0	0	0	0	0
aladshaw3/dgosprey	1415111588	1621530617	206419029	273634609	67215580	2	0	0	0	1	2	409	5	40	0.72	0.1	0.07	0.07	0.03	0	0	0	0	0
alaindomissy/singularity-hub	1469504085	1469318503	-185582	219242112	219427694	0	0	0	0	0	0	0	1	44	1.0	0	0	0	0	0	0	0	0	0
alan-valenzuela/repairtool	1665700360	1665700575	215	23045837	23045622	2	0	0	0	0	0	0	1	1	1.0	0	0	0	0	0	0	0	0	0
alcf-perfengr/alcl	1568302620	1621121239	52818619	120443577	67624958	6	0	0	0	0	3	3	3	54	0.76	0.2	0.04	0	0	0	0	0	0	0
alcf-perfengr/sycltrain	1569966382	1677626693	107660311	118779815	11119504	34	0	0	1	1	20	22	6	103	0.9	0.06	0.01	0.01	0.01	0.01	0	0	0	0
aldnav/doeapi	1655724160	1655731898	7738	33022037	33014299	0	0	0	0	0	0	0	1	1	1.0	0	0	0	0	0	0	0	0	0
aldnav/doedownloader	1652872007	1656115212	3243205	35874190	32630985	0	0	0	0	0	0	0	1	2	1.0	0	0	0	0	0	0	0	0	0
AlexanderRodgers/orhx	1497217585	1516928671	19711086	191528612	171817526	0	0	0	0	0	0	0	1	42	1.0	0	0	0	0	0	0	0	0	0
alisw/hijing	1486047192	1586175034	100127842	202699005	102571163	0	0	0	1	0	3	3	2	3	0.67	0.33	0	0	0	0	0	0	0	0
allanlasser/oldcpu.doe	1470161712	1470332563	170851	218584485	218413634	4	0	0	0	0	0	0	1	7	1.0	0	0	0	0	0	0	0	0	0
alliao-lbl/lbnl-cybersecurity.github.io	1475771913	1475772187	274	212974284	212974010	0	0	0	0	0	1	1	4	17	0.41	0.35	0.18	0.06	0	0	0	0	0	0
Allvitende/chemical-modeling	1496700317	1501101019	4400702	192045880	187645178	0	0	0	0	0	0	0	1	21	1.0	0	0	0	0	0	0	0	0	0
alpaka-group/alpaka	1415188692	1688632922	273444230	273557505	113275	279	0	0	193	0	56	56	30	2548	0.43	0.15	0.09	0.08	0.05	0.04	0.04	0.03	0.03	0.02
Alpine-DAV/algorithms	1571491506	1661433866	89942360	117254691	27312331	2	0	0	2	0	7	7	9	84	0.58	0.13	0.13	0.05	0.04	0.02	0.02	0.01	0.01	0
Alpine-DAV/alpine-dav.github.io	1510263716	1510263966	250	178482481	178482231	2	0	0	0	0	0	0	1	2	1.0	0	0	0	0	0	0	0	0	0
Alpine-DAV/amr-wind	1593017524	1619644508	26626984	95728673	69101689	0	0	0	0	1	0	68	19	1016	0.28	0.23	0.17	0.15	0.08	0.03	0.02	0.01	0.01	0.0
Alpine-DAV/amrex	1674851851	1688401256	13549405	13894346	344941	0	0	0	0	1	0	297	100	21094	0.38	0.13	0.11	0.05	0.05	0.04	0.04	0.03	0.03	0.03
Alpine-DAV/ap_compositor	1586452624	1657731905	71279281	102293573	31014292	1	0	0	2	0	0	0	2	72	0.88	0.12	0	0	0	0	0	0	0	0
Alpine-DAV/ascent	1486581682	1688423360	201841678	202164515	322837	146	0	0	151	0	57	57	37	817	0.44	0.34	0.05	0.02	0.02	0.02	0.02	0.02	0.01	0.01
Alpine-DAV/ascent_gpu_dashboard	1578670541	1596972512	18301971	110075656	91773685	0	0	0	0	0	0	0	1	81	1.0	0	0	0	0	0	0	0	0	0
Alpine-DAV/cinema_explorer	1622841647	1623093799	252152	65904550	65652398	0	0	0	0	1	0	5	8	87	0.64	0.2	0.09	0.02	0.01	0.01	0.01	0.01	0	0
Alpine-DAV/cinema_helpers	1635522024	1635541866	19842	53224173	53204331	0	0	0	0	0	0	0	1	15	1.0	0	0	0	0	0	0	0	0	0
Alpine-DAV/cinema_viewers	1643651290	1603291173	-40360117	45094907	85455024	0	0	0	0	1	0	1	1	11	1.0	0	0	0	0	0	0	0	0	0
Alpine-DAV/conduit-feedstock	1604367824	1639594693	35226869	84378373	49151504	0	0	0	0	1	0	4	6	16	0.5	0.19	0.12	0.06	0.06	0.06	0	0	0	0
Alpine-DAV/cumath_cmake_basic	1644449014	1644532428	83414	44297183	44213769	0	0	0	0	0	0	0	1	3	1.0	0	0	0	0	0	0	0	0	0
Alpine-DAV/genten	1643390648	1644449300	1058652	45355549	44296897	0	0	0	0	1	0	1	5	446	0.9	0.04	0.03	0.02	0.0	0	0	0	0	0
Alpine-DAV/hmc2017	1504211088	1523558660	19347572	184535109	165187537	0	0	0	0	0	1	1	9	268	0.43	0.28	0.22	0.01	0.01	0.01	0.01	0.01	0.01	0
Alpine-DAV/hmc2019	1568409793	1588966723	20556930	120336404	99779474	0	0	0	0	0	0	0	4	15	0.6	0.13	0.13	0.13	0	0	0	0	0	0
Alpine-DAV/IAMR	1609967668	1614612862	4645194	78778529	74133335	0	0	0	0	1	0	42	17	1853	0.31	0.17	0.13	0.12	0.1	0.06	0.05	0.03	0.01	0.0
Alpine-DAV/isav_2017	1502288491	1507220202	4931711	186457706	181525995	2	0	0	0	0	0	0	2	42	0.55	0.45	0	0	0	0	0	0	0	0
Alpine-DAV/isav_2018	1533849644	1538752875	4903231	154896553	149993322	1	0	0	0	0	1	1	4	56	0.61	0.25	0.12	0.02	0	0	0	0	0	0
Alpine-DAV/Nyx	1559325622	1592234405	32908783	129420575	96511792	0	0	0	0	1	0	36	13	1353	0.38	0.22	0.08	0.08	0.05	0.05	0.05	0.04	0.01	0.01
Alpine-DAV/PeleLM	1609967578	1616796558	6828980	78778619	71949639	1	0	0	0	1	0	38	18	1622	0.33	0.29	0.25	0.03	0.03	0.03	0.01	0.01	0.01	0.0
Alpine-DAV/PeleLMTestSim	1637515844	1637722681	206837	51230353	51023516	0	0	0	0	0	0	0	1	10	1.0	0	0	0	0	0	0	0	0	0
Alpine-DAV/RAJA	1674862792	1680890284	6027492	13883405	7855913	1	0	0	0	1	0	90	47	9055	0.26	0.14	0.11	0.11	0.08	0.08	0.06	0.05	0.03	0.02
Alpine-DAV/sc20_tutorial_web	1604421814	1604423415	1601	84324383	84322782	0	0	0	0	1	0	2	1	3	1.0	0	0	0	0	0	0	0	0	0
Alpine-DAV/scikit-garden	1579553197	1520472847	-59080350	109193000	168273350	0	0	0	0	1	0	71	10	128	0.85	0.05	0.02	0.02	0.02	0.02	0.01	0.01	0.01	0.01
Alpine-DAV/spack	1507840884	1686861270	179020386	180905313	1884927	0	0	0	2	1	1	1929	100	22706	0.12	0.11	0.06	0.04	0.03	0.03	0.03	0.03	0.03	0.02
Alpine-DAV/spack_configs	1628290535	1681655500	53364965	60455662	7090697	0	0	0	2	0	0	0	2	81	0.94	0.06	0	0	0	0	0	0	0	0
Alpine-DAV/sw4	1564180408	1566144043	1963635	124565789	122602154	0	0	0	0	1	0	58	9	374	0.63	0.27	0.05	0.02	0.01	0.01	0.01	0.0	0.0	0
Alpine-DAV/sw4_uberenv	1564501936	1564504284	2348	124244261	124241913	0	0	0	0	0	0	0	5	12	0.58	0.17	0.08	0.08	0.08	0	0	0	0	0
Alpine-DAV/testsuite	1638223754	1638232389	8635	50522443	50513808	0	0	0	0	1	0	30	16	408	0.43	0.23	0.19	0.06	0.02	0.02	0.02	0.01	0.01	0.01
Alpine-DAV/third-party-mirror	1594232196	1594251990	19794	94514001	94494207	0	0	0	0	0	0	0	1	5	1.0	0	0	0	0	0	0	0	0	0
Alpine-DAV/vtk-h	1506195485	1657732107	151536622	182550712	31014090	10	0	0	22	0	14	14	16	236	0.7	0.11	0.08	0.03	0.02	0.01	0.01	0.01	0.0	0.0
Alpine-DAV/vtkm_sprint.io	1531751872	1534787076	3035204	156994325	153959121	0	0	0	0	0	0	0	1	19	1.0	0	0	0	0	0	0	0	0	0
Alpine-DAV/WarpX	1544661129	1688163752	143502623	144085068	582445	0	0	0	0	1	0	140	70	8178	0.17	0.16	0.12	0.1	0.09	0.08	0.06	0.04	0.03	0.03
Alpine-DAV/WarpXTestSimulation	1554851390	1554852291	901	133894807	133893906	0	0	0	0	0	0	0	1	2	1.0	0	0	0	0	0	0	0	0	0
AlvaroC-ML/equivariant-cgcnn	1666749192	1671689050	4939858	21997005	17057147	0	0	0	0	0	0	0	1	55	1.0	0	0	0	0	0	0	0	0	0
amanzi/amanzi	1469213442	1688618515	219405073	219532755	127682	43	0	0	136	0	32	32	34	12102	0.42	0.1	0.08	0.08	0.07	0.05	0.04	0.04	0.02	0.02
amanzi/ats	1469485108	1688417399	218932291	219261089	328798	31	0	0	37	0	32	32	20	3851	0.77	0.09	0.04	0.03	0.01	0.01	0.01	0.01	0.01	0.01
amarathe84/caliper	1517428542	1569534332	52105790	171317655	119211865	0	0	0	0	1	0	51	12	1039	0.82	0.08	0.06	0.01	0.01	0.01	0.01	0.0	0.0	0.0
amarathe84/geopm	1472145825	1686788933	214643108	216600372	1957264	1	0	0	2	1	1	43	25	4687	0.44	0.17	0.16	0.09	0.05	0.04	0.03	0.02	0.01	0.0
amdcomputelibraries/computeapps	1447344372	1576191855	128847483	241401825	112554342	23	0	0	3	0	11	11	7	29	0.66	0.1	0.07	0.07	0.03	0.03	0.03	0	0	0
Ames-Laboratory/ParFit	1435696720	1435696720	0	253049477	253049477	0	0	0	0	0	0	0	1	1	1.0	0	0	0	0	0	0	0	0	0
ames-laboratory-cyber-group/cydime	1408498433	1443819018	35320585	280247764	244927179	3	0	0	2	0	0	0	2	17	0.94	0.06	0	0	0	0	0	0	0	0
amrex-astro/castro	1421871037	1688505268	266634231	266875160	240929	241	0	0	117	0	85	85	43	8986	0.53	0.33	0.07	0.02	0.02	0.01	0.0	0.0	0.0	0.0
amrex-astro/ml-reactions	1594847014	1681329364	86482350	93899183	7416833	2	0	0	4	0	3	3	3	132	0.61	0.23	0.16	0	0	0	0	0	0	0
